name,pfs,source,rarity,trait,item_category,item_subcategory,level,price,bulk,usage,url
Aquarium Lamp,Standard,Guns & Gears (Remastered) pg. 84,Uncommon,"Electricity, Light, Uncommon",Adventuring Gear,,8,"1,500 gp",20,,/Equipment.aspx?ID=1140
Longship,,GM Core pg. 217,Common,,Vehicles,,8,"1,500 gp",,,/Vehicles.aspx?ID=76
Mobile Inn,Restricted,Guns & Gears (Remastered) pg. 96,Rare,Rare,Vehicles,,8,"1,500 gp",,,/Vehicles.aspx?ID=29
War Wagon,Restricted,Battlecry! pg. 112,Common,,Vehicles,,8,"1,500 gp",,,/Vehicles.aspx?ID=106
Adamantine Ingot,Standard,GM Core pg. 253,Uncommon,"Precious, Uncommon",Materials,,8,"5,000 gp",1,,/Equipment.aspx?ID=2915
Dawnsilver Ingot,Standard,GM Core pg. 253,Uncommon,"Precious, Uncommon",Materials,,8,"5,000 gp",,,/Equipment.aspx?ID=2917
Duskwood Lumber,Standard,GM Core pg. 254,Uncommon,"Precious, Uncommon",Materials,,8,"5,000 gp",,,/Equipment.aspx?ID=2918
Peachwood Lumber,Standard,"Tian Xia Character Guide pg. 129, Book of the Dead pg. 20",Uncommon,"Precious, Uncommon",Materials,,8,"6,000 gp",,,/Equipment.aspx?ID=3470
Aerekostes (Item),Limited,"[Pathfinder #218: Titanbane
](/Sources.aspx?ID=274) pg. 79",Unique,"Divine, Intelligent, Mythic, Unique",Weapons,Specific Magic Weapons,8,,1,held in 1 hand,/Equipment.aspx?ID=4001
Bleachguard Doll,Restricted,Treasure Vault pg. 194,Rare,"Intelligent, Magical, Rare",Intelligent Items,,8,,L,held in 1 hand,/Equipment.aspx?ID=2393
Bottomless Purse,Standard,Dark Archives (Remastered) pg. 164,Rare,"Contract, Invested, Magical, Rare",Contracts,Bargained Contracts,8,,,,/Equipment.aspx?ID=4148
Bounty's Light,,Pathfinder #222: Hellbreakers pg. 214,Unique,"Fire, Magical, Relic, Unique",Relics,Relic Seeds,8,,L,1 hand,/Equipment.aspx?ID=4194
Jax,,Pathfinder #179: Cradle of Quartz pg. 77,Unique,"Cursed, Divine, Evocation, Intelligent, Unique",Intelligent Items,,8,,1,held in 2 hands,/Equipment.aspx?ID=1590
Lifebloom,,Pathfinder #222: Hellbreakers pg. 214,Unique,"Magical, Relic, Unique, Wood",Relics,Relic Seeds,8,,2,2 hands,/Equipment.aspx?ID=4195
Reaper's Sigh,,Pathfinder #222: Hellbreakers pg. 214,Unique,"Magical, Relic, Unique, Void",Relics,Relic Seeds,8,,2,2 hands,/Equipment.aspx?ID=4196
Right of Retribution,,Pathfinder #164: Hands of the Devil pg. 75,Rare,"Contract, Enchantment, Invested, Magical, Rare",Contracts,Infernal Contracts,8,,,,/Equipment.aspx?ID=933
Sunken Pistol,Standard,Guns & Gears (Remastered) pg. 163,Rare,"Arcane, Intelligent, Rare",Intelligent Items,,8,,1,held in 1 hand,/Equipment.aspx?ID=1180
Tablet of Chained Souls,Limited,Dark Archives (Remastered) pg. 161,Rare,"Cursed, Magical, Rare",Cursed Items,,8,,L,held in 2 hands,/Equipment.aspx?ID=4146
Impossible Cake (Greater),Standard,Grand Bazaar pg. 46,Uncommon,"Alchemical, Consumable, Uncommon",Alchemical Items,Alchemical Tools,9,25 gp,L,held in 1 hand,/Equipment.aspx?ID=1312
Vital Earth,Standard,Rage of Elements pg. 100,Common,"Consumable, Earth, Magical",Consumables,Other Consumables,9,30 gp,L,held in 1 hand,/Equipment.aspx?ID=2598
Greater Sihedron Medallion,Standard,Pathfinder Adventure Path #219: Lord of the Trinity Star pg. 69,Rare,"Invested, Magical, Rare",Worn Items,Other Worn Items,9,70 gp,,worn,/Equipment.aspx?ID=4043
Aurochs Jerky,Limited,"Pathfinder #208: Hoof, Cinder, and Storm pg. 80",Uncommon,"Alchemical, Consumable, Processed, Uncommon",Alchemical Items,Alchemical Food,9,80 gp,,held in 1 hand,/Equipment.aspx?ID=3668
Devil's Trident,Standard,Monsters of Myth pg. 47,Unique,"Enchantment, Magical, Unique",Weapons,Specific Magic Weapons,9,100 gp,1,held in 1 hand,/Equipment.aspx?ID=1477
Body Recovery Kit,Limited,PFS Guide pg. 26,Uncommon,"Alchemical, Consumable, Healing, Uncommon",Alchemical Items,Alchemical Tools,9,101 gp,L,held in 2 hands,/Equipment.aspx?ID=840
Windstep Sheath,Standard,Battlecry! pg. 137,Common,"Consumable, Magical, Whetstone",Consumables,Whetstones,9,101 gp,L,held in 1 hand,/Equipment.aspx?ID=3901
Caustic Deteriorating Dust,Standard,Gods & Magic pg. 122,Uncommon,"Consumable, Evocation, Magical, Uncommon",Consumables,Other Consumables,9,105 gp,,held in 1 hand,/Equipment.aspx?ID=565
Cheetah's Elixir (Greater),Standard,"Player Core 2 pg. 286, GM Core pg. 246",Common,"Alchemical, Consumable, Elixir",Alchemical Items,Alchemical Elixirs,9,110 gp,L,held in 1 hand,/Equipment.aspx?ID=3302
Deadlock Mint (Greater),Standard,Treasure Vault pg. 74,Common,"Catalyst, Consumable, Magical",Consumables,Spell Catalysts,9,110 gp,L,held in 1 hand,/Equipment.aspx?ID=2021
Enervating Powder,Standard,Player Core 2 pg. 292,Common,"Alchemical, Consumable, Ingested, Poison",Alchemical Items,Alchemical Poisons,9,110 gp,L,held in 1 hand,/Equipment.aspx?ID=3332
Lich Dust,Standard,Core Rulebook pg. 552,Common,"Alchemical, Consumable, Ingested, Poison",Alchemical Items,Alchemical Poisons,9,110 gp,L,held in 1 hand,/Equipment.aspx?ID=121
Mana-Rattler Liniment,Limited,Pathfinder #180: The Smoking Gun pg. 77,Uncommon,"Alchemical, Consumable, Elixir, Morph, Uncommon",Alchemical Items,Alchemical Elixirs,9,110 gp,L,held in 1 hand,/Equipment.aspx?ID=1611
Silvered Marp Fur,Standard,Howl of the Wild pg. 119,Common,"Catalyst, Consumable, Magical",Consumables,Spell Catalysts,9,110 gp,,held in 1 hand,/Equipment.aspx?ID=3263
Spider Root,Standard,"Player Core 2 pg. 294, GM Core pg. 250",Common,"Alchemical, Consumable, Contact, Poison",Alchemical Items,Alchemical Poisons,9,110 gp,L,held in 2 hands,/Equipment.aspx?ID=3345
Terror Spores,Limited,Pathfinder #195: Heavy is the Crown pg. 79,Uncommon,"Alchemical, Consumable, Inhaled, Poison, Uncommon",Alchemical Items,Alchemical Poisons,9,110 gp,L,held in 1 hand,/Equipment.aspx?ID=2675
Trident of Lightning,Standard,GM Core pg. 269,Common,"Consumable, Electricity, Magical",Consumables,Other Consumables,9,110 gp,L,held in 1 hand,/Equipment.aspx?ID=3005
Blood Sight Elixir (Greater),Limited,Prey for Death pg. 102,Uncommon,"Alchemical, Consumable, Elixir, Uncommon",Alchemical Items,Alchemical Elixirs,9,115 gp,L,held in one hand,/Equipment.aspx?ID=3490
Frost Worm Snare,Standard,Guns & Gears (Remastered) pg. 80,Uncommon,"Clockwork, Cold, Consumable, Mechanical, Snare, Trap, Uncommon",Snares,,9,115 gp,,,/Equipment.aspx?ID=1129
Sight-Theft Grit,Limited,Pathfinder #160: Assault on Hunting Lodge Seven pg. 66,Uncommon,"Consumable, Divine, Ingested, Poison, Uncommon",Alchemical Items,Alchemical Poisons,9,115 gp,L,held in 1 hand,/Equipment.aspx?ID=833
Sightless Tincture,Standard,Treasure Vault pg. 70,Uncommon,"Alchemical, Consumable, Ingested, Poison, Uncommon",Alchemical Items,Alchemical Poisons,9,115 gp,L,held in 1 hand,/Equipment.aspx?ID=2013
Brewer's Regret,Standard,Grand Bazaar pg. 46,Uncommon,"Alchemical, Consumable, Uncommon",Alchemical Items,Alchemical Tools,9,120 gp,L,held in 1 hand,/Equipment.aspx?ID=1309
Chromatic Jellyfish Oil (Lesser),Standard,Treasure Vault pg. 59,Common,"Alchemical, Consumable, Elixir",Alchemical Items,Alchemical Elixirs,9,120 gp,L,held in 1 hand,/Equipment.aspx?ID=1959
Emetic Paste (Moderate),Standard,Treasure Vault pg. 53,Common,"Alchemical, Consumable, Healing",Alchemical Items,Alchemical Tools,9,120 gp,L,held in 1 hand,/Equipment.aspx?ID=1939
Feast of Hungry Ghosts,Standard,Book of the Dead pg. 19,Common,"Consumable, Enchantment, Magical",Consumables,Other Consumables,9,120 gp,3,,/Equipment.aspx?ID=1536
Ghostly Portal Paint,Limited,Secrets of Magic pg. 173,Uncommon,"Consumable, Magical, Oil, Transmutation, Uncommon",Consumables,Oils,9,120 gp,L,held in 2 hands,/Equipment.aspx?ID=1022
Golden Branding Iron (Greater),Limited,Pathfinder #179: Cradle of Quartz pg. 76,Uncommon,"Consumable, Magical, Talisman, Transmutation, Uncommon",Consumables,Talismans,9,120 gp,,affixed to a two-handed firearm or crossbow,/Equipment.aspx?ID=1583
Hero Killer,Limited,"[Pathfinder #218: Titanbane
](/Sources.aspx?ID=274) pg. 38",Rare,"Alchemical, Consumable, Injury, Mythic, Poison, Rare",Alchemical Items,Alchemical Poisons,9,120 gp,L,held in 1 hands,/Equipment.aspx?ID=4009
Horned Lion Amulet,Standard,Firebrands pg. 86,Uncommon,"Abjuration, Consumable, Magical, Talisman, Uncommon",Consumables,Talismans,9,120 gp,,affixed to armor,/Equipment.aspx?ID=2462
Indomitable Keepsake (Greater),Standard,Guns & Gears (Remastered) pg. 186,Common,"Consumable, Fortune, Magical, Talisman",Consumables,Talismans,9,120 gp,,affixed to armor,/Equipment.aspx?ID=1230
Mourner's Dawnlight Fulu,Standard,Treasure Vault pg. 78,Uncommon,"Consumable, Fulu, Magical, Uncommon",Consumables,Fulu,9,120 gp,,held in 2 hands,/Equipment.aspx?ID=2039
Privacy Ward Fulu (Chamber),Limited,Season of Ghosts (Hardcover) pg. 301,Rare,"Consumable, Fulu, Magical, Rare",Consumables,Fulu,9,120 gp,L,affixed to wall,/Equipment.aspx?ID=4084
Puff Dragon,Standard,Guns & Gears (Remastered) pg. 80,Uncommon,"Clockwork, Consumable, Mechanical, Poison, Snare, Trap, Uncommon",Snares,,9,120 gp,,,/Equipment.aspx?ID=1131
Searing Suture (greater),Limited,Pathfinder #178: Punks in a Powderkeg pg. 77,Uncommon,"Alchemical, Consumable, Fire, Uncommon",Alchemical Items,Alchemical Tools,9,120 gp,L,held in 1 hand,/Equipment.aspx?ID=1548
Enfilading Arrow,Standard,Grand Bazaar pg. 14,Uncommon,"Conjuration, Consumable, Magical, Uncommon",Consumables,Magical Ammunition,9,125 gp,,,/Equipment.aspx?ID=1253
Gecko Pads (Greater),Standard,Guns & Gears (Remastered) pg. 70,Uncommon,"Clockwork, Consumable, Gadget, Uncommon",Consumables,Gadgets,9,125 gp,L,worn (attached to handwear or hands),/Equipment.aspx?ID=1114
Healer's Gel (Moderate),Standard,Secrets of Magic pg. 168,Common,"Catalyst, Consumable, Magical",Consumables,Spell Catalysts,9,125 gp,L,held in 1 hand,/Equipment.aspx?ID=1007
Noxious Incense,Standard,Secrets of Magic pg. 169,Common,"Catalyst, Consumable, Magical",Consumables,Spell Catalysts,9,125 gp,L,held in 1 hand,/Equipment.aspx?ID=1008
Potion of Minute Echoes,Standard,Secrets of Magic pg. 175,Common,"Consumable, Divination, Magical, Potion",Consumables,Potions,9,125 gp,L,held in 1 hand,/Equipment.aspx?ID=1028
Rebound Fulu,Standard,Secrets of Magic pg. 160,Common,"Abjuration, Consumable, Fulu, Magical, Talisman",Consumables,Fulu,9,125 gp,,affixed to a shield,/Equipment.aspx?ID=981
Silencing Ammunition,Standard,Grand Bazaar pg. 10,Uncommon,"Consumable, Illusion, Magical, Uncommon",Consumables,Magical Ammunition,9,125 gp,,,/Equipment.aspx?ID=1244
Spun Cloud (Green),Standard,Rage of Elements pg. 76,Common,"Air, Bottled Breath, Consumable, Magical",Consumables,Bottled Breath,9,125 gp,L,held in 1 hand,/Equipment.aspx?ID=2585
Storm Breath,Standard,Rage of Elements pg. 76,Common,"Air, Bottled Breath, Consumable, Electricity, Magical",Consumables,Bottled Breath,9,125 gp,L,held in 1 hand,/Equipment.aspx?ID=2586
Thunderbird Tuft (Greater),Standard,Secrets of Magic pg. 169,Common,"Catalyst, Consumable, Magical",Consumables,Spell Catalysts,9,125 gp,L,held in 1 hand,/Equipment.aspx?ID=1011
Transposition Ammunition,Standard,Grand Bazaar pg. 31,Uncommon,"Conjuration, Consumable, Magical, Teleportation, Uncommon",Consumables,Magical Ammunition,9,125 gp,,,/Equipment.aspx?ID=1286
Watchful Portrait,Standard,Treasure Vault pg. 98,Common,"Consumable, Magical, Scrying",Consumables,Other Consumables,9,125 gp,1,held in 2 hands,/Equipment.aspx?ID=2129
Arbor Wine,Standard,Treasure Vault pg. 47,Common,"Alchemical, Consumable, Elixir",Alchemical Items,Alchemical Food,9,130 gp,L,held in 1 hand,/Equipment.aspx?ID=1908
Careless Delight,Standard,Treasure Vault pg. 67,Common,"Alchemical, Consumable, Ingested, Mental, Poison",Alchemical Items,Alchemical Poisons,9,130 gp,L,held in 1 hand,/Equipment.aspx?ID=1995
Corpsecaller Round,,Pathfinder #180: The Smoking Gun pg. 76,Uncommon,"Consumable, Magical, Necromancy, Negative, Uncommon",Consumables,Magical Ammunition,9,130 gp,,,/Equipment.aspx?ID=1606
Explosive Ammunition,Standard,GM Core pg. 255,Common,"Consumable, Fire, Magical",Consumables,Magical Ammunition,9,130 gp,,,/Equipment.aspx?ID=2923
Feather Token (Whip),Standard,Core Rulebook pg. 570,Common,"Conjuration, Consumable, Magical",Consumables,Other Consumables,9,130 gp,,,/Equipment.aspx?ID=244
Octopus Potion (Moderate),Standard,Rage of Elements pg. 178,Common,"Consumable, Magical, Morph, Potion, Water",Consumables,Potions,9,130 gp,L,held in 1 hand,/Equipment.aspx?ID=2630
Storm Arrow,Standard,Player Core 2 pg. 301,Common,"Air, Consumable, Electricity, Magical",Consumables,Magical Ammunition,9,130 gp,,,/Equipment.aspx?ID=3395
Wooden Nickel,Standard,Treasure Vault pg. 95,Common,"Consumable, Illusion, Magical, Talisman, Visual",Consumables,Talismans,9,130 gp,,affixed to armor,/Equipment.aspx?ID=2115
Bitter,Standard,Grand Bazaar pg. 18,Uncommon,"Magical, Poison, Transmutation, Uncommon",Runes,Armor Property Runes,9,135 gp,,etched onto armor,/Equipment.aspx?ID=1258
Dust of Disappearance,Standard,Core Rulebook pg. 570,Uncommon,"Consumable, Illusion, Magical, Uncommon",Consumables,Other Consumables,9,135 gp,,,/Equipment.aspx?ID=242
Amnemonic Charm,Standard,Treasure Vault pg. 92,Uncommon,"Consumable, Magical, Talisman, Uncommon",Consumables,Talismans,9,140 gp,,affixed to armor,/Equipment.aspx?ID=2096
Bewildering Spellgun,Standard,Treasure Vault pg. 96,Common,"Attack, Consumable, Emotion, Magical, Mental, Spellgun",Consumables,Other Consumables,9,140 gp,L,held in 1 hand,/Equipment.aspx?ID=2117
Blast Boots (Greater),Standard,Guns & Gears (Remastered) pg. 67,Uncommon,"Consumable, Gadget, Uncommon",Consumables,Gadgets,9,140 gp,L,worn (attached to footwear or feet),/Equipment.aspx?ID=1104
Bottled Roc,Standard,Treasure Vault pg. 56,Common,"Alchemical, Consumable, Expandable",Alchemical Items,Bottled Monstrosities,9,140 gp,L,held in 1 hand,/Equipment.aspx?ID=1947
Camouflage Suit (Superb),Standard,Guns & Gears (Remastered) pg. 178,Uncommon,Uncommon,Adventuring Gear,,9,140 gp,L,,/Equipment.aspx?ID=1201
Cold Iron Blanch (Moderate),Standard,PFS Guide pg. 104,Uncommon,"Alchemical, Consumable, Precious, Uncommon",Alchemical Items,Alchemical Tools,9,140 gp,L,held in 1 hand,/Equipment.aspx?ID=861
Ghost Fowl Porridge,Standard,Tian Xia Character Guide pg. 105,Uncommon,"Consumable, Magical, Uncommon",Consumables,Other Consumables,9,140 gp,L,held in 1 hand,/Equipment.aspx?ID=3460
5th-rank Scroll,Standard,GM Core pg. 262,Common,"Consumable, Magical, Scroll",Consumables,Scrolls,9,150 gp,L,held in 1 hand,/Equipment.aspx?ID=2962
Abysium Powder,Standard,Grand Bazaar pg. 96,Rare,"Alchemical, Consumable, Contact, Poison, Rare",Alchemical Items,Alchemical Poisons,9,150 gp,L,held in 2 hands,/Equipment.aspx?ID=1407
Basilisk Eye,Standard,GM Core pg. 263,Common,"Consumable, Magical, Talisman, Visual",Consumables,Talismans,9,150 gp,,affixed to a shield,/Equipment.aspx?ID=2964
Broken Ram's Thorn,Standard,Howl of the Wild pg. 118,Common,"Catalyst, Consumable, Magical",Consumables,Spell Catalysts,9,150 gp,L,held in 1 hand,/Equipment.aspx?ID=3256
Cloud Buns (Greater),Standard,Tian Xia Character Guide pg. 105,Uncommon,"Consumable, Magical, Uncommon",Consumables,Other Consumables,9,150 gp,L,held in 1 hand,/Equipment.aspx?ID=3459
Crackling Bubble Gum (Moderate),Standard,Treasure Vault pg. 47,Common,"Alchemical, Consumable, Lozenge",Alchemical Items,Alchemical Food,9,150 gp,,held in 1 hand,/Equipment.aspx?ID=1912
Elixir of Life (Moderate),Standard,"Player Core 2 pg. 288, GM Core pg. 247",Common,"Alchemical, Consumable, Elixir, Healing",Alchemical Items,Alchemical Elixirs,9,150 gp,L,held in 1 hand,/Equipment.aspx?ID=3308
Emerald Grasshopper (Greater),Standard,GM Core pg. 264,Common,"Consumable, Magical, Talisman",Consumables,Talismans,9,150 gp,,affixed to armor,/Equipment.aspx?ID=2972
Frozen Lava of Pale Mountain,Standard,GM Core pg. 268,Common,"Consumable, Fire, Magical",Consumables,Other Consumables,9,150 gp,,held in 1 hand,/Equipment.aspx?ID=3000
Gravitational Flux,Standard,Battlecry! pg. 133,Common,"Consumable, Magical",Consumables,Magical Siege Ammunition,9,150 gp,,,/Equipment.aspx?ID=3870
Impact Foam Chassis (Greater),Standard,Guns & Gears (Remastered) pg. 70,Uncommon,"Consumable, Gadget, Uncommon",Consumables,Gadgets,9,150 gp,L,worn over armor and clothes,/Equipment.aspx?ID=1115
Ixamè's Eye,Limited,Pathfinder #171: Hurricane's Howl pg. 76,Rare,"Consumable, Divination, Magical, Rare, Talisman",Consumables,Talismans,9,150 gp,,affixed to headgear,/Equipment.aspx?ID=1446
Moderate Quartz-Coil Rail Transport,Standard,Rival Academies pg. 93,Uncommon,"Consumable, Electricity, Gadget, Teleportation, Uncommon",Consumables,Gadgets,9,150 gp,L,held in 1 hand,/Equipment.aspx?ID=3570
Moon Blossom Tea,Limited,Season of Ghosts (Hardcover) pg. 300,Uncommon,"Consumable, Magical, Potion, Tea, Uncommon",Consumables,Tea,9,150 gp,L,held in 1 hand,/Equipment.aspx?ID=4078
Moonlit Spellgun (Moderate),Standard,Treasure Vault pg. 97,Common,"Attack, Consumable, Fire, Light, Magical, Spellgun",Consumables,Other Consumables,9,150 gp,L,held in 1 hand,/Equipment.aspx?ID=2121
Numbing Tonic (Moderate),Standard,Treasure Vault pg. 60,Common,"Alchemical, Consumable, Elixir",Alchemical Items,Alchemical Elixirs,9,150 gp,L,held in 1 hand,/Equipment.aspx?ID=1963
Oil of Corpse Restoration,Limited,Gatewalkers (Hardcover) pg. 237,Uncommon,"Consumable, Magical, Oil, Uncommon",Consumables,Oils,9,150 gp,L,held in 2 hands,/Equipment.aspx?ID=4038
Pallesthetic Mutagen,Standard,Howl of the Wild pg. 110,Uncommon,"Alchemical, Consumable, Elixir, Mutagen, Polymorph, Uncommon",Alchemical Items,Alchemical Elixirs,9,150 gp,L,held in 1 hand,/Equipment.aspx?ID=3237
Potency Crystal (Greater),Standard,GM Core pg. 266,Common,"Consumable, Magical, Talisman",Consumables,Talismans,9,150 gp,,affixed to a weapon,/Equipment.aspx?ID=2989
Psyche Salts (Moderate),Limited,Pathfinder #214: The Broken Palace pg. 81,Rare,"Consumable, Magical, Potion, Rare",Consumables,,9,150 gp,L,held in 1 hand,/Equipment.aspx?ID=3794
Rebirth Potion,Standard,Treasure Vault pg. 90,Rare,"Consumable, Magical, Potion, Rare",Consumables,Potions,9,150 gp,L,held in 1 hand,/Equipment.aspx?ID=2090
Sparking Spellgun (Moderate),Standard,Treasure Vault pg. 98,Common,"Attack, Consumable, Fire, Magical, Spellgun",Consumables,Other Consumables,9,150 gp,L,held in 1 hand,/Equipment.aspx?ID=2125
Spellstrike Ammunition (Type IV),Standard,GM Core pg. 256,Common,"Consumable, Magical",Consumables,Magical Ammunition,9,150 gp,,,/Equipment.aspx?ID=2927
Spiderfoot Brew (Moderate),Standard,"Treasure Vault pg. 61, Pathfinder Special: Fumbus",Common,"Alchemical, Consumable, Elixir, Morph",Alchemical Items,Alchemical Elixirs,9,150 gp,L,held in 1 hand,/Equipment.aspx?ID=1966
Spiritual Warhorn (Moderate),Standard,Treasure Vault pg. 98,Common,"Consumable, Force, Magical",Consumables,Other Consumables,9,150 gp,L,held in 2 hands,/Equipment.aspx?ID=2126
Lock (Good),Standard,Player Core pg. 288,Common,,Adventuring Gear,,9,200 gp,,,/Equipment.aspx?ID=2731
Manacles (Good),Standard,Player Core pg. 288,Common,,Adventuring Gear,,9,250 gp,,,/Equipment.aspx?ID=2733
Nightmare,Limited,Pathfinder #200: Seven Dooms for Sandpoint pg. 185,Uncommon,"Enchantment, Magical, Uncommon",Runes,Weapon Property Runes,9,250 gp,,etched onto a weapon,/Equipment.aspx?ID=3453
Handcuffs (Good),,Pathfinder #157: Devil at the Dreaming Palace pg. 77,Uncommon,Uncommon,Adventuring Gear,,9,350 gp,L,held in 1 hand,/Equipment.aspx?ID=798
False Witness (Respectable),Standard,Dark Archives (Remastered) pg. 84,Uncommon,Uncommon,Services,Secret Society Membership Services,9,450 gp,,,/Equipment.aspx?ID=4132
Sovereign Steel Object (Standard-Grade),Standard,Legends pg. 77,Rare,"Precious, Rare",Materials,,9,500 gp (per Bulk),,,/Equipment.aspx?ID=776
Fulu Compendium,Standard,Secrets of Magic pg. 161,Uncommon,"Mental, Necromancy, Uncommon",Held Items,,9,550 gp,,,/Equipment.aspx?ID=988
Amphibious Chair,Standard,Grand Bazaar pg. 71,Common,"Magical, Transmutation",Assistive Items,Mobility Devices,9,575 gp,,,/Equipment.aspx?ID=1359
Earthsight Box,Standard,Player Core 2 pg. 307,Uncommon,"Magical, Scrying, Uncommon",Held Items,,9,575 gp,L,held in 1 hand,/Equipment.aspx?ID=3417
Energy Robe (Acid),Standard,Grand Bazaar pg. 50,Uncommon,"Invested, Magical, Transmutation, Uncommon",Worn Items,Other Worn Items,9,575 gp,L,worn clothing,/Equipment.aspx?ID=1317
Reaper's Crescent,Standard,Treasure Vault pg. 35,Uncommon,"Light, Magical, Uncommon",Weapons,Specific Magic Weapons,9,575 gp,L,held in 1 hand,/Equipment.aspx?ID=1879
Anointed Waterskin,Standard,Secrets of Magic pg. 179,Common,"Divine, Evocation, Good, Water",Held Items,,9,600 gp,L,held in 1 hand,/Equipment.aspx?ID=1037
Bewitching Bloom (Lotus),Standard,Treasure Vault pg. 119,Common,"Enchantment, Invested, Magical, Tattoo",Tattoos,,9,600 gp,,tattooed on the body,/Equipment.aspx?ID=2203
Bloodknuckles,Standard,Highhelm pg. 86,Uncommon,"Invested, Magical, Transmutation, Uncommon",Worn Items,Other Worn Items,9,600 gp,,worn gloves,/Equipment.aspx?ID=2559
Bloodroot Shield,Limited,Pathfinder #202: Severed at the Root pg. 80,Uncommon,"Magical, Uncommon, Void, Wood",Shields,Specific Shields,9,600 gp,L,held in 1 hand,/Equipment.aspx?ID=3610
Cape of Grand Entrances,Standard,Firebrands pg. 85,Uncommon,"Enchantment, Invested, Magical, Uncommon",Worn Items,Other Worn Items,9,600 gp,L,worn cloak,/Equipment.aspx?ID=2457
Cape of Illumination (Moderate),Standard,Firebrands pg. 85,Uncommon,"Evocation, Invested, Light, Magical, Uncommon",Worn Items,Other Worn Items,9,600 gp,L,worn cloak,/Equipment.aspx?ID=2458
Charlatan's Gloves (Greater),Standard,GM Core pg. 286,Common,"Invested, Magical",Worn Items,Other Worn Items,9,600 gp,L,worn gloves,/Equipment.aspx?ID=3064
Clear Cutter's Axe,Limited,Pathfinder #202: Severed at the Root pg. 77,Rare,"Magical, Rare",Weapons,Specific Magic Weapons,9,600 gp,L,held in 1 hand,/Equipment.aspx?ID=3598
Cloister Robe (Lesser),Standard,Treasure Vault pg. 148,Common,"Divine, Invested",Worn Items,Other Worn Items,9,600 gp,1,worn garment,/Equipment.aspx?ID=2321
Collar of Empathy,Standard,GM Core pg. 272,Common,"Companion, Invested, Primal",Worn Items,Companion Items,9,600 gp,1,worn collar (companion) and worn bracelet (you),/Equipment.aspx?ID=3015
Djezet Buckler (Standard-Grade),Standard,Grand Bazaar pg. 98,Rare,Rare,Shields,Precious Material Shields,9,600 gp,L,varies by shield,/Equipment.aspx?ID=1413
Dreadsmoke Thurible,Standard,Gods & Magic pg. 122,Uncommon,"Magical, Necromancy, Uncommon",Held Items,,9,600 gp,1,held in 2 hands,/Equipment.aspx?ID=566
Elemental Wayfinder (Earth),Standard,PFS Guide pg. 122,Uncommon,"Earth, Evocation, Invested, Magical, Uncommon",Worn Items,Other Worn Items,9,600 gp,,worn,/Equipment.aspx?ID=470
Heartstone,Restricted,Bestiary pg. 203,Common,"Abjuration, Invested, Occult",Worn Items,Other Worn Items,9,600 gp ((200 gp when nonmagical)),,worn,/Equipment.aspx?ID=487
Immovable Rod,Standard,Core Rulebook pg. 574,Common,"Magical, Transmutation",Held Items,,9,600 gp,1,held in 1 hand,/Equipment.aspx?ID=259
Minotaur Chair,Standard,Grand Bazaar pg. 71,Common,"Evocation, Magical",Assistive Items,Mobility Devices,9,600 gp,4,,/Equipment.aspx?ID=1358
Portable Ram (Reinforced),Standard,Grand Bazaar pg. 92,Common,,Adventuring Gear,,9,600 gp,3,held in 2 hands,/Equipment.aspx?ID=1398
Printing Press,Standard,Guns & Gears (Remastered) pg. 89,Rare,"Clockwork, Rare",Adventuring Gear,,9,600 gp,20,,/Equipment.aspx?ID=1156
Retrieval Belt (Greater),Standard,GM Core pg. 294,Uncommon,"Extradimensional, Invested, Magical, Uncommon",Worn Items,Other Worn Items,9,600 gp,,worn belt,/Equipment.aspx?ID=3102
Ring of Bestial Friendship,,Kingmaker Adventure Path pg. 588,Unique,"Cursed, Enchantment, Invested, Magical, Unique",Cursed Items,,9,600 gp,,worn,/Equipment.aspx?ID=1749
Shard of the Third Seal,Limited,Crown of the Kobold King pg. 117,Unique,"Abjuration, Magical, Unique",Held Items,,9,600 gp,L,held in 1 hand,/Equipment.aspx?ID=1735
Shoony Shovel,Limited,Pathfinder #153: Life's Long Shadows pg. 69,Rare,"Earth, Magical, Rare",Held Items,,9,600 gp,2,held in 2 hands,/Equipment.aspx?ID=635
Silent Bell,Standard,Dark Archives (Remastered) pg. 83,Uncommon,"Illusion, Magical, Uncommon",Held Items,,9,600 gp,L,held in 1 hand,/Equipment.aspx?ID=4127
Sleeves of Storage (Greater),Standard,GM Core pg. 296,Common,"Extradimensional, Invested, Magical",Worn Items,Other Worn Items,9,600 gp,L,worn garment,/Equipment.aspx?ID=3110
Smogger,Limited,Pathfinder #179: Cradle of Quartz pg. 78,Uncommon,"Conjuration, Invested, Magical, Uncommon",Worn Items,Other Worn Items,9,600 gp,2,worn backpack,/Equipment.aspx?ID=1592
Spellender,Limited,Pathfinder #170: Spoken on the Song Wind pg. 76,Uncommon,"Abjuration, Magical, Uncommon",Weapons,Specific Magic Weapons,9,600 gp,L,held in 1 hand,/Equipment.aspx?ID=1092
Stanching (Greater),Standard,Grand Bazaar pg. 38,Uncommon,"Magical, Necromancy, Uncommon",Runes,Armor Property Runes,9,600 gp,,etched onto armor,/Equipment.aspx?ID=1294
Thousand-Blade Thesis,Standard,Secrets of Magic pg. 191,Uncommon,"Extradimensional, Invested, Magical, Uncommon",Held Items,,9,600 gp,L,held in 1 hand,/Equipment.aspx?ID=1081
